"«Советский спорт»","г. Москва","«Спорт и молодежь. Пропаганда спорта, здорового образа жизни, повышение престижа российского спорта в молодежной среде»","Пропаганда спорта и здорового образа жизни"
"«Советская Чувашия»","Республика Чувашия,
г. Чебоксары","1. «Рабочее место»
2. «О спорт! Ты мир!»","Восстановление общественной ценности рабочих профессий
Пропаганда спорта и здорового образа жизни"
"«Советы. Факты. События» («Совфакс»)","г. Саратов","«Сильная Россия» (Партнерство для развития)","Формирование в Российской Федерации социально ориентированного, экономически процветающего демократического правового государства и зрелого гражданского общества"
"«Сосновская нива»","Челябинская обл., Сосновский район, с. Долгодеревенское","«Перспективы малого бизнеса в провинции»","Информационное сопровождение программы развития малого бизнеса на селе"
"«Социальная газета»","г. Самара","«Как пережить кризис и выйти из него сильными»","Информационная поддержка антикризисных мер"
"«Степная новь»","Краснодарский край, ст. Староминская","«Престижность и привлекательность рабочих профессий – социальная задача»","Восстановление общественной ценности рабочих профессий, профориентация молодежи"
"«Сто советов»","г. Воронеж","«Земля истосковалась по хозяину»","Освещение нац. проекта «Развитие АПК»"
"«Судьба»","Республика Бурятия, г. Улан-Удэ","«Вторая мировая война глазами детей – бывших узников фашистских концентрационных лагерей»","Пропаганда памятных дат истории России (65-летие Победы в Великой Отечественной войне), патриотическое воспитание граждан"
"«Сычевские вести»","Смоленская область,
г. Сычевка","«Продовольственная безопасность страны – главная задача селян»","Освещение реализации Доктрины продовольственной безопасности РФ,
развитие ЛПХ"
"«TV Дубль»","Республика Бурятия, с. Петропавловка","«За молодую Джиду без наркотиков!»","Борьба с наркоманией"
"«Так живем»","г. Тверь","«Особая семья: качество жизни в русле реформ»","Борьба с детской беспризорностью и бродяжничеством, поддержка семей с детьми-инвалидами и детей, оставшихся без попечения родителей"
"«Тамань»","Краснодарский край, г. Темрюк","«Таманский вклад в продовольственную корзину России»","Поддержка отечественного производителя с/х продукции, освещение реализации Доктрины продовольственной безопасности РФ"
"«Твоя семья»","Г. Санкт-Петербург","«Голос ребенка»","Пропаганда семейных ценностей, культа здоровой семьи, любви к детям, развитие творческих способностей у детей."
"«Тихорецие вести»","Краснодарский край, г. Тихорецк","«Среда обитания»","Формирование бережного отношения к природе, экологическое воспитание молодежи"
"«Томские новости»","г. Томск","1. «Открытый бизнес»
2. «Проблемы и перспективы реализации инновационного потенциала молодежи в современном городе»","Информационная поддержка программы развития малого и среднего бизнеса
Информационная поддержка молодежных инициатив в области научных и технических инноваций"
"«Томский пенсионер»","г. Томск","«Забвению не подлежит»","Пропаганда памятных дат истории России (65-летие Победы в Великой Отечественной войне), патриотическое воспитание граждан"
"«Трибуна»","Краснодарский край, ст. Динская","«Альтернатива»","Пропаганда здорового образа жизни без наркотиков и алкоголя"
"«Трибуна-рт»","г. Москва","«ТЭК РОССИИ»","Освещение антикризисных мер и развития ключевых предприятий
топливно-энергетического комплекса России"
"«Трудовая жизнь»","Самарская область, с. Кинель-Черкассы","«Здоровое будущее»","Пропаганда здорового образа жизни, борьба с вредными привычками, популяризация спорта среди детей и молодежи"
"«Туапсинские вести»","Краснодарский край, г. Туапсе","«Я выбираю жизнь» или «Скорая помощь «Туапсинских вестей».","Пропаганда здорового образа жизни, информационные акции по профилактике заболеваемости"
"«Тюменская правда»","г. Тюмень","«Эврика»","Поддержка и развитие литературного, музыкального, изобразительного, научно-технического и иных общественно полезных форм творчества населения"
"«Ударник труда»","Алтайский край, с. Быстрый Исток","«Село - твой дом, и ты – его хозяин»","Восстановление общественной ценности рабочих профессий, профориентация молодежи"
"«Усть-Катавская неделя»","Челябинская обл., г. Усть-Катав","«Реформам общества – информационное обеспечение»","Информационное сопровождение административной реформы и реформы местного самоуправления"
"«Утро вечера мудренее»","Московская обл., г. Климовск","«Молодёжь. Кризис доверия»","Пропаганда здорового образа жизни без алкоголя и наркотиков"
"«Уфалейский рабочий»","Челябинская область,
г. Верхний Уфалей","«Я – гражданин России»","Формирование гражданского самосознания, социальной активности и правовой грамотности населения"
"«Учитель Башкортостана»","Республика Башкортостан, г. Уфа","«Престиж учителя – престиж страны!»","Формирование в общественном сознании позитивного образа учителя"
"«Учитель Дагестана»","Республика Дагестан, г. Махачкала","«Школа молодого педагога»","Возрождение лучших традиций российского образования, пропаганда новых методов обучения"
"«Футбольный курьер»","г. Ростов-на-Дону","«Быстрее! Выше! Сильнее! Здоровый образ жизни – как путь к Олимпийский победам»","Пропаганда спорта, здорового образа жизни"
«Целинник»,"Саратовская обл., с. Перелюб","«Здоровым расти не косу плести»","Пропаганда здорового образа жизни"
"«Центр Азии»","Республика Тыва, г. Кызыл","«Будущее Тувы: равнение на позитив»","Информационное сопровождение реализации государственных и региональных программ в Республике Тыва"
"«Центральная газета»","Республика Бурятия, г. Улан-Удэ","«Народный контроль»","Защита законных прав граждан"
"«Частный интерес»","Пермский край,
г. Чайковский","«Выбирай жизнь без алкоголя и наркотиков!»","Пропаганда здорового образа жизни без наркотиков и алкоголя"
"«Черкесск»","Карачаево-Черкесская Республика,
г. Черкесск","«Местное самоуправление в кризисный период»","Информационная поддержка антикризисных мероприятий, проводимых федеральными, региональными властями и органами местного самоуправления"
"«Чита спортивная»","г. Чита","«Любите спорт, дружите со спортом!»","Пропаганда спорта и здорового образа жизни"
"«Чунский вестник»","Иркутская область,
п. Чунский","«Эвенки. Их след на чунской земле.»","Сохранение истории, культуры и традиций эвенкийского народа"
"«Шахтинские известия»","Ростовская обл.,
г. Шахты","1. «Забота о работе»
2. «Наркотикам - нет!»","Освещение мероприятий проводимых в области по борьбе с безработицей, профориентация молодежи
Информационное сопровождение мероприятий по борьбе с наркотиками"
"«Южноуралец»","Челябинская область,
г. Чебаркуль","«Так будьте ж здоровы!»","Пропаганда здорового образа жизни"
"«Юхновские вести»","Калужская обл., г. Юхнов","«Человек и закон»","Защита законных прав граждан, правовое просвещение"
"«Якутск вечерний»","Г. Якутск","«Противодействие коррупции»","Борьба с коррупцией"
"«Янарыш» / «Возрождение»","г.Тюмень","«Равнение на победу дедов»","Пропаганда памятных дат истории России (65-летие Победы в Великой Отечественной войне), патриотическое воспитание граждан"
